Developer_ID,Developer_Name,Team,Experience_Years,Country,Repository,Language,Stars,Forks,Watchers,Open_Issues,Closed_Issues,Pull_Requests,Merged_PRs,Commit_Date,Commit_Time,Files_Changed,Lines_Added,Lines_Deleted,Coding_Hours,Bugs_Introduced,Bugs_Fixed,Code_Review_Time_Hours,Build_Status,CI_Failures,Weekend_Commit,Night_Commit,Sprint,Repo_Size_MB,License
D0680,Taylor,DevOps,14.5,Germany,Forge,,999999,440,2992,44,416,81,204,2025-05-24,8PM,1,2925,2320,12.8,24,13,1.0, ,7,No,Yes,Sprint-5,2337.3,Apache-2.0
D0536, ,Backend,5.2,Germany,Forge,python,-5,201,159,155,489,67,138,11/03/2024,00:00,43,2699,2270,10.6,3,11,53.4, ,2,No,Yes,Sprint-11,292.8,
D0217,Chris,Platform,,USA,Atlas, PYTHON,3803,970,2086,139,355,392,143,26/06/2023,8PM,74,3027,1563,5.1,7,9,61.9,Failed,6,No,No,Sprint-3,454.0,MIT
D0513,Chris,Platform,,India,Atlas,TypeScript,-5,325,3144,15,801,118,365,2024-11-15,25:61,82,203,791,3.6,6,1,33.3,Success,7,Yes,Yes,Sprint-12,1768.1,Apache-2.0
D0682,Taylor,AI,13.6,USA,Atlas,Go,999999,548,403,90,675,92,217,23/03/2024,25:61,1,3402,2481,11.2,14,25,54.9, ,2,No,Yes,Sprint-12,1161.8,MIT
D0009,Alex,DevOps,,India,Nova,python,999999,656,2205,103,877,500,85,2023-11-26,25:61,38,3875,847,1.3,29,0,56.8, ,4,Yes,No,Sprint-3,3596.7,GPL
D0382,Sam,Frontend,,India,Nova,Go,-5,731,2431,13,534,125,405,05/05/2025,00:00,20,3656,1613,3.8,24,3,16.7, ,1,No,No,Sprint-3,1954.6,Apache-2.0
D0589,Sam,AI,11.7,USA,Forge,,254,133,5122,38,207,271,420,2023-09-01,8PM,95,865,2940,13.6,11,19,46.5,Failed,10,Yes,Yes,Sprint-1,280.9,GPL
D0042,Sam,Platform,,Germany,Forge,Rust,319,208,5419,44,420,293,304,27/01/2024,25:61,9,4202,2150,13.8,27,19,56.6,FAIL,6,Yes,Yes,Sprint-5,4215.8,GPL
D0014,Alex,Platform,,USA,Forge,Rust,999999,272,508,126,272,264,408,2024-09-24,8PM,100,2566,2973,5.2,27,12,49.8,FAIL,1,Yes,Yes,Sprint-10,4869.9,Apache-2.0
D0493,Sam,Frontend,10.6,Germany,Forge, PYTHON,-5,826,3111,105,690,315,49,2024-12-14,25:61,57,4329,1279,11.0,0,1,13.9,Failed,6,No,No,Sprint-4,2067.6,Apache-2.0
D0599, ,Platform,,USA,Forge,Rust,999999,863,1778,47,327,92,380,2023-02-15,25:61,60,4852,1357,3.6,15,18,29.0,FAIL,10,Yes,Yes,Sprint-1,326.7,MIT
D0334,Alex,Frontend,,USA,Atlas,python,-5,178,1836,52,186,428,379,25/12/2023,00:00,34,2105,605,2.4,9,10,70.1,Failed,1,No,No,Sprint-7,4379.9,GPL
D0262,Alex,AI,3.7,India,Forge,TypeScript,-5,641,3350,71,731,458,189,22/03/2025,25:61,7,2301,908,7.2,14,22,47.8,Failed,1,Yes,Yes,Sprint-4,3486.4,GPL
D0449,Alex,DevOps,,India,Atlas,Go,-5,358,1580,172,361,406,256,2024-03-29,00:00,6,1340,2298,12.8,1,19,43.5,Failed,3,No,Yes,Sprint-10,4689.5,
D0427,Sam,AI,11.5,India,Atlas,Go,3698,632,4779,3,720,192,474,19/06/2024,8PM,3,305,1085,11.0,13,0,18.2,Success,8,Yes,Yes,Sprint-8,1398.9,MIT
D0544,Sam,Frontend,,USA,Nova,TypeScript,2724,348,5337,105,38,255,257,2024-12-13,25:61,13,1530,1161,7.1,24,28,43.1, ,4,No,No,Sprint-1,2248.0,Apache-2.0
D0509,Chris,Platform,9.3,USA,Nova,Java,999999,787,4901,99,265,225,5,05/01/2024,00:00,39,2137,2489,8.0,30,8,9.2,Success,10,Yes,No,Sprint-2,1258.4,MIT
D0198,Taylor,AI,,USA,Nova,TypeScript,3334,427,495,69,783,181,4,17/09/2023,25:61,71,500,1650,13.5,2,1,23.4,Failed,4,No,No,Sprint-10,3976.3,GPL
D0381,Sam,Platform,1.5,India,Nova,python,-5,582,414,171,205,122,389,2024-07-07,8PM,2,4143,2084,9.5,0,15,13.7,FAIL,0,No,Yes,Sprint-2,1322.0,GPL
D0511,Chris,Frontend,0.1,India,Nova,Python,2941,814,2098,155,792,305,494,09/11/2023,8PM,82,4901,1263,7.1,29,29,25.8,FAIL,9,No,Yes,Sprint-9,1353.3,
D0350,Chris,DevOps,6.4,USA,Nova,,2909,994,5224,69,18,454,468,02/12/2024,00:00,21,1540,2480,12.9,23,6,15.9,Failed,9,No,Yes,Sprint-1,3110.7,MIT
D0217,Chris,DevOps,,USA,Forge,Go,3863,511,1521,66,746,45,27,2023-12-01,8PM,72,3927,2892,10.3,11,20,1.9,Failed,1,No,Yes,Sprint-4,1506.4,Apache-2.0
D0653,Sam,Frontend,,USA,Atlas,Java,999999,64,3004,192,311,186,402,2023-08-28,00:00,62,2961,1349,5.7,12,20,5.4,FAIL,7,Yes,Yes,Sprint-12,1132.2,GPL
D0695,Alex,Platform,,India,Nova, PYTHON,999999,639,4467,50,539,151,351,2024-01-15,00:00,88,4824,362,8.7,3,30,66.6, ,4,No,No,Sprint-10,1963.5,Apache-2.0
D0189,Taylor,Platform,,USA,Atlas,python,1810,130,2071,51,459,311,412,2024-07-28,8PM,74,4356,52,10.3,20,4,31.3,FAIL,4,Yes,Yes,Sprint-4,2449.8,Apache-2.0
D0564,Alex,Platform,0.8,India,Forge,Python,999999,681,2060,38,653,241,192,2023-10-27,25:61,33,2140,1313,13.0,23,8,21.4, ,10,Yes,No,Sprint-12,3701.5,MIT
D0566,Sam,DevOps,7.5,USA,Atlas,Python,999999,910,5093,51,139,117,151,2025-02-06,00:00,43,2548,1198,6.2,6,27,8.8,Failed,0,Yes,Yes,Sprint-2,1868.9,
D0384,Chris,DevOps,11.9,Germany,Nova,Java,-5,683,1529,132,656,482,490,08/03/2024,00:00,100,-24,1163,5.6,21,19,27.2,Success,4,No,Yes,Sprint-11,12.3,MIT
D0666,Alex,AI,,USA,Forge,TypeScript,999999,152,5579,20,551,80,311,2025-04-10,00:00,1,968,507,10.0,9,24,44.5, ,9,Yes,Yes,Sprint-8,3224.4,GPL
D0009,Taylor,Platform,,USA,Nova,TypeScript,999999,997,2582,18,731,163,398,03/02/2025,00:00,4,4395,288,5.6,5,28,57.4,FAIL,7,No,No,Sprint-5,1467.1,MIT
D0014,Sam,AI,7.4,India,Forge,,999999,848,931,108,442,272,471,2024-11-16,25:61,88,307,501,2.2,10,14,56.8,Success,5,Yes,Yes,Sprint-11,3658.7,
D0077,Chris,Frontend,,USA,Forge, PYTHON,-5,824,1506,96,386,483,124,06/06/2024,8PM,97,3100,592,10.5,24,18,46.0,FAIL,8,No,No,Sprint-11,2829.0,GPL
D0137,Sam,Backend,1.1,USA,Atlas,Python,1174,385,3676,195,241,493,174,2024-03-25,8PM,71,2035,915,5.3,15,20,49.2,Failed,3,No,No,Sprint-6,3473.5,Apache-2.0
D0676,Sam,DevOps,,India,Atlas,,-5,102,5957,120,531,338,283,10/11/2024,8PM,98,1935,1537,3.4,6,4,11.7,FAIL,4,No,Yes,Sprint-2,2514.8,
D0281, ,DevOps,10.0,USA,Nova,TypeScript,999999,71,1271,60,312,430,479,22/03/2024,25:61,55,587,807,13.9,12,12,57.9,Success,8,No,Yes,Sprint-11,2304.5,Apache-2.0
D0492, ,Backend,5.5,Germany,Atlas,TypeScript,999999,30,2507,185,714,322,468,2025-01-25,8PM,46,1719,2625,11.7,0,6,16.6, ,7,No,Yes,Sprint-1,3397.6,GPL
D0087,Chris,AI,10.7,USA,Atlas,pyhton,3416,722,670,128,775,256,456,2024-04-15,00:00,56,2632,1675,4.1,7,7,0.4,Success,0,No,No,Sprint-6,1369.3,Apache-2.0
D0594, ,AI,1.6,India,Nova,Rust,972,724,405,138,209,393,281,12/04/2024,25:61,61,1776,2261,10.9,9,9,56.4,FAIL,3,No,Yes,Sprint-7,174.1,
D0607,Alex,Platform,9.2,Germany,Nova,pyhton,999999,442,2501,47,278,356,135,2025-04-27,25:61,12,3482,1074,8.7,21,6,41.9,FAIL,9,Yes,No,Sprint-3,2646.6,Apache-2.0
D0184,Taylor,DevOps,,USA,Forge,Python,-5,298,4848,117,953,328,40,2023-04-03,25:61,13,464,2981,13.7,27,29,43.7,Success,0,No,No,Sprint-8,691.3,GPL
D0481,Alex,AI,14.5,Germany,Forge,Rust,-5,272,1572,69,123,214,422,20/11/2023,00:00,57,2432,2598,5.0,22,29,48.3,FAIL,3,Yes,Yes,Sprint-6,399.3,
D0224, ,Platform,,USA,Atlas,TypeScript,999999,20,4490,74,506,255,195,2025-03-29,00:00,90,3406,1895,12.6,23,13,12.2,Failed,0,No,No,Sprint-3,4826.2,Apache-2.0
D0588,Alex,Platform,11.0,India,Nova,Go,-5,210,4060,40,815,96,422,2024-06-28,00:00,71,4953,927,11.2,26,14,13.0,Failed,6,No,Yes,Sprint-9,1835.3,MIT
D0623, ,Platform,,India,Nova,Python,-5,935,2428,63,69,405,49,15/12/2023,00:00,48,3948,1155,13.2,21,7,46.9, ,9,No,Yes,Sprint-6,1470.0,MIT
D0669,Sam,Platform,,USA,Nova,,1318,999,4450,199,843,112,143,2023-03-14,8PM,86,14,2964,2.3,18,12,12.7,FAIL,7,Yes,No,Sprint-5,835.8,
D0214, ,DevOps,3.6,USA,Forge,TypeScript,2016,462,5713,127,846,22,424,11/06/2024,25:61,61,4867,2398,4.8,2,23,30.6,FAIL,3,Yes,Yes,Sprint-2,3072.3,MIT
D0670,Taylor,Backend,5.5,Germany,Forge,Python,1499,70,4991,124,274,203,354,17/06/2025,25:61,94,661,1192,8.5,17,0,47.5,Failed,4,Yes,Yes,Sprint-11,830.1,Apache-2.0
D0588,Chris,AI,,USA,Nova,python,911,87,589,54,756,39,443,20/02/2025,00:00,87,4605,1462,13.9,14,14,64.6,Failed,4,No,Yes,Sprint-1,52.4,MIT
D0631,Sam,Platform,10.7,Germany,Nova,Java,-5,577,406,186,312,124,70,2025-04-09,00:00,54,718,198,2.2,0,28,0.2,FAIL,6,No,Yes,Sprint-9,949.1,MIT
D0261,Alex,DevOps,0.8,USA,Forge,TypeScript,999999,41,4589,64,178,393,389,23/06/2023,8PM,87,235,2994,11.3,10,4,65.2,FAIL,8,Yes,No,Sprint-2,2079.4,MIT
D0619, ,DevOps,7.0,India,Atlas,pyhton,3298,454,1300,131,142,493,465,2024-04-13,25:61,67,4130,1425,11.8,29,17,40.9,Success,6,Yes,Yes,Sprint-9,597.2,GPL
D0328, ,Backend,12.3,Germany,Forge,,999999,983,4500,100,186,231,359,2023-02-28,00:00,88,4885,2071,7.3,6,15,36.9, ,6,No,No,Sprint-3,1171.0,
D0112, ,Frontend,,India,Atlas,,-5,142,3630,166,733,128,215,21/01/2023,25:61,77,3439,2974,2.9,19,13,3.7,FAIL,7,No,No,Sprint-1,138.3,
D0150, ,Frontend,9.3,India,Atlas,Go,1745,455,4025,114,641,496,225,2023-01-12,8PM,10,4062,2286,3.9,19,27,70.3,Failed,9,Yes,No,Sprint-10,455.8,Apache-2.0
D0296,Chris,Backend,12.0,India,Nova,Java,999999,563,1292,25,644,345,133,16/01/2025,8PM,48,2153,1901,10.5,4,7,44.9, ,1,Yes,No,Sprint-3,1610.5,MIT
D0223,Taylor,DevOps,4.9,USA,Atlas,Java,999999,299,5976,59,946,166,106,2025-01-07,25:61,84,16,473,12.2,9,13,65.1,FAIL,3,No,Yes,Sprint-7,4988.4,
D0274,Taylor,DevOps,2.9,Germany,Atlas, PYTHON,999999,439,717,195,924,214,494,2023-09-24,25:61,27,2745,2749,9.1,16,18,70.2, ,8,No,Yes,Sprint-7,1266.1,GPL
D0330,Chris,Backend,6.4,USA,Nova,,2369,216,5720,15,664,28,435,19/09/2024,00:00,95,2540,9,9.5,27,30,41.2, ,4,No,No,Sprint-9,4852.9,Apache-2.0
D0463,Sam,Backend,8.6,USA,Atlas,pyhton,1119,83,547,187,131,244,155,12/07/2023,00:00,19,4181,984,1.8,19,24,61.1, ,4,Yes,No,Sprint-11,1437.6,
D0539,Alex,Backend,,India,Nova,Rust,-5,755,2220,108,228,152,227,2023-12-02,8PM,42,4849,1833,3.5,2,26,63.0,Failed,10,No,No,Sprint-2,17.3,MIT
D0228,Taylor,Platform,9.4,USA,Forge,Python,2366,482,467,168,236,234,332,2025-04-05,8PM,85,777,270,2.0,8,24,13.8, ,2,Yes,No,Sprint-8,3806.1,MIT
D0667,Sam,Backend,,India,Nova,Go,-5,0,1536,86,241,25,319,21/06/2023,00:00,95,2665,1078,11.0,2,18,58.1,Failed,3,Yes,No,Sprint-1,3411.6,Apache-2.0
D0247, ,Frontend,,Germany,Forge,Rust,-5,54,1616,199,94,284,460,2023-04-20,8PM,53,4994,2357,0.5,25,27,30.8, ,8,Yes,No,Sprint-3,3396.9,GPL
D0698, ,Frontend,1.6,Germany,Atlas,pyhton,999999,876,4196,25,421,443,269,27/04/2023,8PM,52,2533,766,8.3,20,3,39.8, ,8,Yes,No,Sprint-8,2188.2,GPL
D0431,Sam,Platform,,Germany,Forge,pyhton,-5,420,5490,132,903,218,284,04/10/2024,25:61,50,30,1459,6.5,19,26,18.2,Failed,3,No,No,Sprint-10,2295.1,GPL
D0400,Chris,DevOps,3.4,Germany,Atlas,,3984,921,4681,116,574,111,389,2023-09-13,00:00,79,1708,521,6.3,19,16,41.2, ,0,No,Yes,Sprint-5,1672.8,GPL
D0101,Taylor,AI,,India,Nova,,-5,396,1121,50,608,184,72,30/10/2023,00:00,20,643,427,7.2,5,20,0.5,Success,10,Yes,No,Sprint-4,421.9,GPL
D0471,Taylor,Platform,7.8,India,Nova,Python,999999,156,1889,164,612,91,135,2024-07-19,8PM,61,2540,2676,11.4,28,19,64.7,Failed,4,No,No,Sprint-9,3582.5,MIT
D0032,Sam,Backend,,India,Atlas,Java,-5,492,2755,170,526,86,104,2024-07-01,00:00,84,4619,1455,0.6,15,18,0.1, ,0,Yes,Yes,Sprint-6,32.4,Apache-2.0
D0396, ,Frontend,15.0,India,Atlas,TypeScript,999999,895,3453,176,313,0,334,2024-11-30,00:00,33,4142,2791,7.1,24,13,69.6,FAIL,5,Yes,Yes,Sprint-1,4824.7,Apache-2.0
D0123,Chris,Platform,,India,Atlas,Python,999999,930,3425,11,823,91,271,2024-12-02,25:61,55,3038,1738,9.3,11,23,51.5, ,3,Yes,No,Sprint-12,4438.1,MIT
D0500,Sam,Backend,,Germany,Nova,Go,-5,575,4059,84,808,256,487,2025-01-02,00:00,15,3255,2790,5.6,20,5,51.8, ,1,No,Yes,Sprint-9,2184.8,MIT
D0202,Alex,Backend,7.8,India,Forge,python,-5,759,258,87,10,2,276,2024-12-22,25:61,93,3867,1879,0.7,22,12,9.8, ,0,No,Yes,Sprint-11,4424.7,Apache-2.0
D0366, ,Frontend,6.9,USA,Forge,TypeScript,-5,414,555,22,85,457,178,01/03/2024,8PM,71,3042,1127,11.3,8,0,50.6,FAIL,0,Yes,No,Sprint-9,2004.8,Apache-2.0
D0444,Chris,Frontend,7.6,India,Nova,Go,999999,545,1830,194,87,46,168,23/09/2023,00:00,1,850,83,8.3,27,23,1.8,Success,4,Yes,No,Sprint-8,1104.8,MIT
D0283,Chris,Platform,,Germany,Nova,,338,171,768,34,32,375,165,01/11/2024,00:00,63,362,2635,3.0,1,11,51.2,FAIL,6,Yes,Yes,Sprint-3,2978.2,GPL
D0612,Sam,Platform,4.5,USA,Forge,,999999,619,725,200,542,132,138,02/02/2025,00:00,20,4057,2527,6.9,26,17,14.0, ,1,Yes,No,Sprint-12,400.6,GPL
D0528,Chris,DevOps,,Germany,Forge,,2815,99,2698,154,263,60,249,18/03/2025,8PM,7,4133,1966,11.9,8,27,50.7, ,9,Yes,No,Sprint-9,4777.7,Apache-2.0
D0610, ,Frontend,3.9,India,Atlas,Rust,1333,633,394,90,475,391,143,2025-03-31,25:61,35,4422,1634,13.0,22,29,16.5, ,3,No,Yes,Sprint-5,1437.3,Apache-2.0
D0289,Sam,DevOps,,Germany,Nova,TypeScript,2314,913,1705,158,665,366,312,2024-12-27,00:00,60,3462,726,3.1,21,4,33.4,Failed,2,Yes,No,Sprint-2,69.0,Apache-2.0
D0581,Taylor,Backend,7.0,India,Atlas,,999999,539,238,187,810,290,426,2023-09-15,00:00,61,3813,860,8.9,18,27,26.7,Failed,3,Yes,Yes,Sprint-11,1022.8,
D0698,Sam,AI,,USA,Nova, PYTHON,-5,569,2913,109,604,366,1,2024-09-11,25:61,36,2892,859,8.6,24,20,39.8,Failed,3,Yes,No,Sprint-12,1243.9,
D0597,Chris,AI,,USA,Atlas,Rust,999999,375,109,55,448,380,190,20/12/2024,00:00,60,4019,1160,13.4,4,7,40.7,Success,4,Yes,No,Sprint-11,1105.3,MIT
D0585,Chris,Backend,1.5,Germany,Atlas,pyhton,-5,219,5550,140,333,347,353,04/12/2023,00:00,75,4533,1227,3.7,13,18,53.2, ,4,Yes,Yes,Sprint-4,2975.0,MIT
D0227,Taylor,DevOps,3.3,Germany,Forge,TypeScript,3093,363,2958,86,364,146,493,27/04/2023,25:61,73,4356,35,0.2,9,16,2.2, ,10,No,Yes,Sprint-1,2027.4,GPL
D0236, ,Frontend,14.0,USA,Forge, PYTHON,678,117,5018,21,407,24,342,09/05/2024,00:00,23,288,877,4.7,23,0,33.9,Failed,9,Yes,Yes,Sprint-4,2821.2,GPL
D0385,Taylor,DevOps,,USA,Forge,TypeScript,1705,67,1693,88,117,219,172,2023-04-07,8PM,75,2606,1018,10.2,16,22,14.1, ,5,No,No,Sprint-10,2327.5,MIT
D0452,Chris,Platform,,India,Forge,Java,971,136,2359,147,972,338,477,22/11/2024,8PM,17,396,2205,10.4,14,27,6.0,Failed,1,Yes,Yes,Sprint-10,194.3,MIT
D0021, ,DevOps,13.6,USA,Nova, PYTHON,-5,72,270,177,910,135,244,2025-04-08,25:61,57,3438,117,6.5,30,3,29.2,FAIL,3,Yes,No,Sprint-8,316.7,GPL
D0070, ,Frontend,11.0,India,Atlas, PYTHON,-5,663,2,104,14,365,140,2024-01-16,8PM,9,2235,2277,6.3,5,1,50.5,Failed,7,No,No,Sprint-2,4346.9,GPL
D0191,Alex,AI,,Germany,Nova,,999999,824,1043,16,48,219,314,2024-12-07,00:00,99,1187,2117,5.2,6,10,3.3,Success,2,Yes,Yes,Sprint-2,3765.8,MIT
D0407,Chris,Backend,14.4,Germany,Forge,,-5,956,970,170,514,231,50,2023-08-23,00:00,5,3938,604,9.3,10,14,62.6,Success,5,No,No,Sprint-8,1546.1,MIT
D0654,Alex,Platform,1.4,USA,Nova, PYTHON,-5,975,5696,155,140,65,24,2023-10-25,25:61,87,3260,32,11.2,28,20,30.4,Failed,0,Yes,Yes,Sprint-3,2061.9,Apache-2.0
D0338,Alex,AI,,Germany,Atlas, PYTHON,999999,336,608,71,592,418,265,23/03/2023,00:00,17,2950,2991,5.3,17,16,52.0,FAIL,1,No,Yes,Sprint-11,4115.9,Apache-2.0
D0448,Sam,DevOps,,India,Nova,,999999,685,6000,132,694,349,159,11/09/2024,8PM,17,438,467,10.5,19,16,10.0,Success,6,No,No,Sprint-4,2769.9,
D0644, ,DevOps,14.3,USA,Nova, PYTHON,999999,945,791,130,677,96,477,2024-08-19,8PM,91,2516,1299,3.9,20,2,24.3,FAIL,7,No,Yes,Sprint-6,928.3,GPL
D0019,Sam,AI,5.0,USA,Forge,,1686,942,4531,14,448,336,42,2025-01-31,8PM,3,2903,1942,5.6,24,25,35.2,FAIL,2,Yes,No,Sprint-6,4821.9,GPL
D0347,Chris,Frontend,3.6,Germany,Forge,pyhton,3333,385,563,130,821,345,125,2024-11-14,00:00,10,4349,2364,8.0,22,27,9.1, ,2,Yes,Yes,Sprint-4,1444.9,
D0692, ,Frontend,12.6,Germany,Nova,Rust,2758,687,1860,109,888,228,175,07/12/2024,00:00,95,4509,1303,0.3,10,10,14.5,Failed,10,No,Yes,Sprint-6,137.8,GPL
D0678,Taylor,AI,1.3,USA,Forge,Go,2874,717,5863,34,759,76,6,07/07/2024,25:61,1,1668,703,0.8,17,15,8.2, ,5,Yes,No,Sprint-6,217.0,Apache-2.0
D0235,Sam,Platform,2.6,USA,Forge,Java,-5,954,205,188,404,85,456,16/03/2023,00:00,38,3721,2316,3.8,7,0,12.9, ,9,No,Yes,Sprint-8,2067.0,Apache-2.0
D0460,Alex,Backend,,India,Atlas, PYTHON,999999,802,241,187,884,298,210,21/06/2024,8PM,69,2059,2084,11.0,9,0,16.0,Success,3,No,Yes,Sprint-4,1706.4,
D0652,Alex,Backend,,India,Forge,,4590,362,538,83,415,54,418,2024-06-03,8PM,99,4384,1683,13.4,4,22,71.3, ,3,No,No,Sprint-10,1065.6,Apache-2.0
D0459,Alex,DevOps,7.5,India,Atlas, PYTHON,-5,803,3701,165,787,99,479,2025-03-18,8PM,22,2221,1204,9.4,17,21,14.5, ,10,No,No,Sprint-9,1960.3,Apache-2.0
D0425,Alex,Frontend,,Germany,Atlas,Python,999999,27,1220,67,116,24,317,2023-11-08,00:00,49,3763,551,0.7,15,3,46.4,Success,2,No,Yes,Sprint-5,833.0,GPL
D0024, ,Platform,7.3,Germany,Atlas,python,999999,205,4333,62,139,349,124,2023-12-23,8PM,21,3002,2130,12.8,12,22,26.6,Success,0,No,No,Sprint-1,1914.2,Apache-2.0
D0257,Taylor,AI,13.5,USA,Forge,pyhton,-5,509,4561,123,939,460,395,2024-07-25,00:00,8,4195,1875,1.6,4,18,61.7,Failed,8,Yes,No,Sprint-4,2303.2,Apache-2.0
D0573,Taylor,Platform,,India,Nova,Java,999999,42,3848,26,453,444,380,2023-01-23,25:61,9,2701,2788,8.3,29,21,55.7,FAIL,10,No,Yes,Sprint-5,4498.3,MIT
D0227,Taylor,Frontend,,Germany,Nova,Python,999999,605,1195,22,775,496,107,2023-09-17,00:00,8,4470,208,9.9,25,3,48.7, ,5,Yes,Yes,Sprint-4,79.2,MIT
D0488,Taylor,Frontend,,USA,Atlas,,333,49,2501,126,497,445,51,2024-09-12,8PM,30,4997,1500,11.7,28,19,10.7,Success,0,Yes,Yes,Sprint-7,4029.6,Apache-2.0
D0376,Taylor,AI,11.8,Germany,Nova,Python,999999,946,4675,160,350,343,490,01/01/2023,8PM,44,972,858,7.7,0,3,27.2, ,3,Yes,No,Sprint-7,83.2,MIT
D0405, ,Backend,3.7,India,Nova,,-5,453,5769,119,332,119,221,2024-07-03,00:00,35,201,2431,3.3,11,14,44.8,FAIL,1,Yes,No,Sprint-7,2496.0,Apache-2.0
D0423, ,Platform,,Germany,Forge,TypeScript,-5,244,3396,159,303,307,273,30/12/2024,8PM,76,1041,1779,1.5,19,26,34.6,FAIL,7,Yes,No,Sprint-5,600.5,MIT
D0394,Taylor,Backend,,Germany,Nova,Python,547,516,828,84,413,149,123,03/07/2024,8PM,95,963,871,13.5,15,28,29.8, ,3,No,Yes,Sprint-11,1133.5,
D0288, ,Platform,,USA,Forge, PYTHON,4231,672,445,3,474,263,94,2024-02-04,8PM,36,1769,343,13.0,13,21,12.2,Failed,6,No,Yes,Sprint-3,4224.8,MIT
D0200, ,Platform,,USA,Forge,Rust,-5,486,1303,70,266,135,371,2023-11-30,25:61,21,1601,1163,12.0,4,15,28.1,Failed,5,Yes,No,Sprint-8,2849.9,Apache-2.0
D0664,Chris,Frontend,,Germany,Nova,Go,-5,191,1767,8,387,18,255,02/02/2023,00:00,5,3229,380,1.5,22,13,50.4,FAIL,9,Yes,Yes,Sprint-9,2603.9,
D0512,Sam,Frontend,,Germany,Forge,,-5,439,2768,154,971,148,87,24/02/2023,25:61,27,2904,29,11.3,21,13,9.3,FAIL,9,No,No,Sprint-4,3969.5,MIT
D0358,Sam,Backend,0.8,Germany,Atlas,pyhton,3880,105,3609,183,622,0,471,2025-03-31,00:00,3,2855,759,5.7,25,23,41.1,Success,1,Yes,No,Sprint-2,4476.6,Apache-2.0
D0289,Alex,Frontend,,India,Nova,python,-5,207,3008,64,419,68,132,12/04/2023,8PM,41,2291,2787,10.6,21,16,15.5,FAIL,10,Yes,No,Sprint-3,810.2,Apache-2.0
D0557,Taylor,DevOps,,Germany,Nova,TypeScript,-5,4,5776,195,774,377,251,04/04/2024,8PM,2,1881,2117,10.3,24,1,63.4,Failed,2,No,Yes,Sprint-3,1991.1,Apache-2.0
D0589,Sam,Frontend,8.3,India,Atlas,Java,999999,570,5469,31,206,228,159,19/02/2025,8PM,38,204,2040,11.6,18,17,37.2,FAIL,3,Yes,Yes,Sprint-11,4870.0,
D0088,Sam,Backend,9.2,India,Nova,Go,3953,99,4901,36,104,341,331,2023-09-11,25:61,44,1975,2914,2.1,30,0,50.1, ,8,No,Yes,Sprint-8,4858.2,GPL
D0015,Chris,Platform,6.0,USA,Atlas,python,999999,211,2971,170,11,126,18,2023-07-22,8PM,70,84,2271,4.2,9,12,62.2, ,1,No,Yes,Sprint-1,61.7,Apache-2.0
D0250, ,Backend,,India,Forge, PYTHON,999999,688,5529,139,451,307,246,2025-02-20,00:00,94,1466,486,5.3,15,15,1.1, ,3,Yes,No,Sprint-6,931.9,
D0506,Taylor,DevOps,3.4,India,Forge,Rust,-5,650,2578,46,679,240,338,18/05/2023,25:61,17,375,1530,13.0,29,3,16.6,Success,8,Yes,No,Sprint-12,2682.3,Apache-2.0
D0350,Chris,Frontend,,Germany,Nova,Java,1422,742,4807,160,997,53,273,30/04/2024,00:00,99,240,732,3.2,29,5,61.8,Failed,1,No,No,Sprint-4,111.7,MIT
D0345, ,Backend,4.2,India,Nova,Go,999999,801,3442,34,969,467,494,10/02/2023,00:00,41,2555,2577,7.0,27,8,46.3,Success,5,Yes,Yes,Sprint-4,2874.2,MIT
D0189,Chris,DevOps,1.7,Germany,Forge,Go,-5,210,1513,176,484,412,38,2025-05-29,8PM,23,950,94,3.7,24,0,65.6, ,2,Yes,No,Sprint-8,721.7,GPL
D0345,Taylor,Platform,,India,Nova,pyhton,1443,953,2323,128,474,3,421,20/08/2023,00:00,45,4931,2460,11.0,7,24,50.1,FAIL,3,Yes,Yes,Sprint-5,3576.5,GPL
D0258,Chris,Platform,,India,Nova,Rust,999999,291,3746,127,871,56,3,2024-06-08,25:61,69,940,1889,4.6,7,23,53.3,FAIL,6,No,Yes,Sprint-4,1597.0,
D0143, ,Frontend,3.8,India,Forge,,-5,57,5655,53,132,303,5,24/07/2023,00:00,37,4306,2911,10.9,26,11,50.2, ,4,Yes,Yes,Sprint-2,2170.1,GPL
D0026,Chris,Backend,,USA,Atlas,python,-5,190,4793,13,289,363,353,03/01/2024,25:61,52,2703,2153,1.0,3,22,22.9,FAIL,9,Yes,Yes,Sprint-6,3810.3,GPL
D0684,Alex,AI,,Germany,Forge,,-5,975,1431,136,526,223,443,2024-10-25,25:61,72,4729,444,6.6,30,16,48.5,Failed,5,No,No,Sprint-9,3584.3,MIT
D0122,Taylor,Backend,7.6,USA,Nova,Go,999999,786,2619,9,855,139,436,2025-03-22,25:61,49,3568,2443,10.5,20,2,33.4,Success,3,No,Yes,Sprint-4,3034.7,GPL
D0577,Sam,DevOps,6.1,USA,Nova,python,-5,249,5331,162,251,242,298,2024-05-22,25:61,86,146,2207,1.4,5,16,1.3,Failed,0,Yes,Yes,Sprint-12,2478.2,MIT
D0158,Chris,Frontend,3.3,India,Nova,Rust,999999,333,5402,22,883,476,492,11/04/2025,00:00,17,3383,2969,11.7,27,6,15.7, ,2,No,Yes,Sprint-7,4247.0,MIT
